Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
wat is een office manager,32,32,140,80.01,0.64,https://socialbrothers.nl/even-voorstellen-lisa-pot/,0,0,0.00,0.01,35300000,"[65,42,54,35,35,35,54,65,54,42,65,100]",1590727292,"Knowledge panel, Site links, Reviews, Video Carousel, FAQ"
apple music online,32,32,110,87.88,2.27,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.01,2000000000,"[33,33,33,43,43,33,100,81,81,67,67,67]",1590839414,"Reviews, Video Carousel"
wat is augmented reality,32,32,210,73.07,0.65,https://socialbrothers.nl/voordelen-van-e-learning-met-augmented-reality-ar-learning/,0,0,0.00,0.22,113000000,"[81,66,100,66,28,28,53,66,100,53,81,53]",1589125181,"Knowledge panel, Site links, Video Carousel"
assistant,32,30,1900,91.36,0.00,https://socialbrothers.nl/voice-assistant-aan-de-praat-krijgen-2/,1,0.11,0.00,0,998000000,"[67,79,67,79,79,79,79,79,79,100,79,79]",1591564837,"Instant answer, Knowledge panel, Site links, Reviews, Video Carousel, FAQ"
semrush semrush semrush,32,32,50,80.13,0.00,https://socialbrothers.nl/4-zaken-waarbij-semrush-je-seo-vooruit-helpt/,0,0,0.00,0,8070000,"[0,0,20,0,0,0,0,0,20,20,100,40]",1590921835,"Knowledge panel, Site links, Reviews, Video Carousel, People also ask, FAQ"
spotify music apple,32,32,70,83.46,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,224000000,"[0,0,0,100,0,0,0,0,0,0,100,100]",1589891508,"Reviews, Video Carousel, People also ask"
proces icon,32,32,140,72.08,0.00,https://socialbrothers.nl/4-redenen-voor-conversie-optimalisatie/conversion-proces/,0,0,0.00,0,19000000,"[15,15,19,35,65,42,65,65,81,42,100,65]",1590384250,"Image pack, Reviews"
draagbare oplader,32,32,170,82.69,0.15,https://socialbrothers.nl/project-draagbare-opladers-nl-gastblog/mackbook-draagbare-oploader/,0,0,0.00,0.88,1850000,"[67,67,81,81,100,81,67,67,67,81,52,52]",1589384014,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
lens huren,32,32,320,67.35,0.56,https://socialbrothers.nl/hololens-huren/,0,0,0.00,0.6,86,"[54,67,44,67,67,82,82,100,82,82,82,67]",1591135340,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, FAQ"
online marketing icon,33,33,50,64.39,0.00,https://socialbrothers.nl/,0,0,0.00,0.01,847000000,"[43,14,14,71,29,100,14,14,29,14,71,29]",1589822122,Image pack
hololens camera,33,33,50,83.4,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.32,2490000,"[14,14,14,14,0,14,14,0,100,29,14,29]",1589344054,"Image pack, Site links, Video Carousel"
wanneer alexa in nederland,33,33,90,79.63,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0.09,124000,"[19,100,29,2,2,2,2,3,2,5,2,2]",1589318973,"Image pack, Site links, Reviews, Featured snippet, AdWords top, Video Carousel"
open snapchat on pc,33,33,50,72.1,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,19000000,"[100,43,14,14,14,14,14,100,14,71,43,0]",1588949433,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, People also ask"
ing persoonlijke bankpas,33,30,50,95.16,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,13000,"[43,100,43,29,14,14,29,71,14,14,14,71]",1591528061,"Image pack, Site links, Reviews, Video, FAQ"
escape room schagen,33,33,720,78.35,2.21,https://socialbrothers.nl/portf/recras-koppeling-en-integratie/logo-escape-room-schagen-donker/,0,0,0.00,0.21,72,"[48,48,59,72,72,88,100,88,100,88,88,59]",1591137146,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
hoeveel uber chauffeurs in nederland,33,33,70,83.37,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0,85,"[25,25,75,25,25,25,100,0,0,25,0,0]",1588879835,"Image pack, Reviews, Video, Featured snippet"
contentful seo,33,33,90,67.19,0.00,https://socialbrothers.nl/waarom-een-headless-cms/,0,0,0.00,0.04,610000,"[0,0,50,50,50,50,100,50,0,50,0,100]",1589343998,"Image pack, Reviews, Video, FAQ"
mailchimp social,33,33,40,64.72,0.00,https://socialbrothers.nl/mailchimp-opschoning-debuut-b-v/,0,0,0.00,0.14,14300000,"[14,14,14,14,0,29,14,14,14,100,14,71]",1589647099,"Image pack, Reviews, AdWords top, Video Carousel"
iens table 24,33,33,40,81.66,0.00,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/,0,0,0.00,0,30,"[14,14,14,0,0,14,14,100,14,14,43,0]",1589949522,"Image pack, Site links, Reviews, FAQ"
excel online enquete,33,33,40,71.18,0.00,https://socialbrothers.nl/excel-ellende-en-de-oplossing/,0,0,0.00,0,638000,"[20,20,100,60,20,0,20,0,20,40,20,0]",1590249634,"Reviews, Video Carousel"
broters,33,33,40,59.49,0.00,https://socialbrothers.nl/,0,0,0.00,0,969000000,"[50,50,50,50,50,100,50,50,50,50,50,100]",1591183542,"Local pack, Site links, Reviews, Video Carousel"
growth hacking rotterdam,33,33,40,72.64,1.53,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/,0,0,0.00,0.56,98,"[33,33,33,33,33,67,33,67,33,100,33,33]",1591210998,"Knowledge panel, Image pack, Site links, Reviews, AdWords top"
google merchandise store demo account,33,33,50,61.28,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0,2970000,"[0,20,80,20,0,20,60,20,20,100,20,40]",1591071946,"Site links, Video Carousel, People also ask"
logo with 2,33,33,50,83.29,0.00,https://socialbrothers.nl/5-sociale-media-om-zetten-privecommunicatie/snapchat-logo-2/,0,0,0.00,0,21740000000,"[0,0,0,100,0,11,11,0,0,0,0,11]",1589222786,Image pack
ing betalen met smartphone,33,33,70,88.86,1.45,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.08,209000,"[20,20,60,20,40,40,20,20,100,80,20,20]",1589434875,"Image pack, Site links, Reviews, Video Carousel"
nfc betaalpas ing,33,33,50,93.3,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,4740,"[20,20,20,0,20,0,0,0,0,100,0,0]",1590449608,"Image pack, Site links, Reviews, Video Carousel"
concurrent spotify deezer,33,33,90,88.17,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,71000,"[100,0,33,33,0,0,0,0,33,33,33,33]",1588564615,"Site links, Video Carousel"
snapchat aanmelden,33,33,260,79.41,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.01,398000,"[100,67,82,67,67,67,67,67,67,54,54,54]",1590478187,"Image pack, Site links, Reviews"
arroba,34,34,1600,88.13,0.52,https://socialbrothers.nl/5-sociale-media-om-zetten-privecommunicatie/arroba/,0,0,0.00,0,8200000,"[84,68,68,68,84,84,84,84,68,68,68,100]",1591470681,"Instant answer, Image pack, Site links, Reviews, FAQ"
kan snap niet openen,34,34,90,84.09,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,563000,"[11,100,56,11,44,78,11,56,11,11,22,22]",1591202820,"Reviews, Video, Featured snippet"
stichting maatvast,34,34,90,69.56,0.00,https://socialbrothers.nl/regicare-koppeling/logomv/,0,0,0.00,0,75,"[100,100,100,64,82,64,100,100,82,82,100,100]",1588818293,"Local pack, Image pack, Site links, Reviews, Video"
live icon facebook,34,34,40,79.31,0.00,https://socialbrothers.nl/portf/onze-facebook-livestream-succes-of-matige-poging/,0,0,0.00,0,3260000000,"[0,0,0,20,20,0,20,0,100,0,0,0]",1590752061,"Image pack, Reviews, Video Carousel, People also ask"
facebook logo svg,34,34,70,72.96,0.00,https://socialbrothers.nl/,0,0,0.00,0,543000000,"[4,2,10,2,35,2,35,100,67,2,54,81]",1590492898,"Image pack, Site links, Reviews, Video"
nadelen virtual reality,34,34,50,67.99,0.00,https://socialbrothers.nl/voordelen-van-e-learning-met-augmented-reality-ar-learning/,0,0,0.00,0.04,55000,"[11,11,100,11,22,11,78,22,11,33,11,22]",1589822110,Featured snippet
ing mobiel betalen app ios,34,34,40,90.68,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,204000,"[0,100,78,11,0,0,0,22,0,0,0,0]",1588833168,"Image pack, Reviews, Video, Featured snippet, Video Carousel"
tips icon,34,34,260,90,0.00,https://socialbrothers.nl/ondernemen-in-het-buitenland/,0,0,0.00,0,2500000000,"[28,28,28,36,67,67,82,82,82,67,100,82]",1591029552,"Image pack, Reviews, Video Carousel"
icon variant 2019,34,34,40,67.03,0.00,https://socialbrothers.nl/5-redenen-om-nu-in-te-stappen-in-virtual-reality/google-earth-komt-met-virtual-reality-variant/,0,0,0.00,0,53800000,"[0,0,100,0,0,0,100,0,0,0,0,0]",1589727142,"Image pack, Reviews, Video Carousel, FAQ"
steve jobs marketing manager,35,35,70,69.39,0.00,https://socialbrothers.nl/10-quotes-van-influencers-over-werken-in-de-cloud/109939-steve-jobs-takes-the-stage-to-discuss-the-icloud-service-at-the-apple/,0,0,0.00,0,64900000,"[50,0,0,0,0,0,0,0,0,50,0,100]",1590176432,"Knowledge panel, Site links, Video Carousel"
sea brothers,35,35,90,82.89,0.00,https://socialbrothers.nl/wat-is-sea-hoe-gebruik-je-het-en-waarom/,0,0,0.00,0,347000000,"[0,0,67,0,67,100,0,0,0,0,0,0]",1590442027,"Knowledge panel, Reviews, Video, Video Carousel"
apple music logo,35,35,210,76.23,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,1470000000,"[28,22,44,66,66,100,81,100,81,81,81,81]",1591385337,"Image pack, Reviews, Video Carousel"
icon haven,35,35,40,73.08,0.00,https://socialbrothers.nl/social-brothers-virtual-augmented-reality-op-ipxl/,0,0,0.00,0,587000000,"[20,0,0,40,0,0,100,20,20,0,20,20]",1588818540,"Image pack, Reviews, Video, FAQ"
contact snapchat,35,35,880,77.58,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.01,285000000,"[72,88,88,88,100,88,88,88,88,100,88,100]",1591133765,Reviews
easy webshop wordpress,35,35,70,68.83,0.00,https://socialbrothers.nl/digital-agency-social-brothers-krijgt-een-wordpress-broertje-wp-brothers/,0,0,0.00,0,1210000,"[11,11,11,11,0,0,100,11,11,11,11,0]",1590323484,"Site links, Reviews, Video Carousel"
snapchat design,35,35,50,78.41,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,281000000,"[20,40,20,20,20,20,60,40,20,20,100,20]",1589049033,"Image pack, Video Carousel"
hoe word je uber chauffeur,35,35,70,77.01,0.55,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.29,77,"[11,56,11,11,11,56,22,11,100,11,11,11]",1589185923,"Image pack, Reviews, Featured snippet, Video Carousel"
a augmented,35,35,90,62.48,0.00,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0,121000000,"[100,50,0,0,50,50,100,50,50,50,100,50]",1589875932,"Image pack, Reviews, Video Carousel"
video dienst,35,35,70,81.38,0.00,https://socialbrothers.nl/dienst/video-en-fotografie/,0,0,0.00,0.05,103000000,"[22,11,22,11,11,100,22,11,11,100,44,11]",1591323866,"Local pack, Site links, Reviews, Video, FAQ"
hoe laat begint de voice,35,35,140,90.62,0.31,https://socialbrothers.nl/hoe-lanceer-ik-een-voice-app/,0,0,0.00,0.01,82,"[36,44,3,0,3,3,3,3,82,44,100,100]",1589810093,"Image pack, Featured snippet"
marketing cms,35,35,50,62.19,0.00,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.38,248000000,"[20,40,20,0,60,20,100,20,20,20,20,20]",1589992871,"Reviews, FAQ"
vs media,35,35,50,85.91,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0,3790000000,"[0,22,11,33,11,100,22,11,33,44,11,11]",1588671462,"Image pack, Reviews, Video Carousel"
contactloos betalen android rabobank,36,36,40,85.15,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.07,10300,"[60,20,40,40,20,60,100,40,20,20,60,20]",1588678334,"Image pack, Site links, Reviews, Video Carousel"
social manager app,36,36,50,72.94,0.00,https://socialbrothers.nl/,0,0,0.00,1,1570000000,"[0,0,33,67,33,0,33,33,100,33,33,33]",1589604061,"Reviews, AdWords top, FAQ"
loon spar,36,36,40,83.42,0.00,https://socialbrothers.nl/ballonnen-met-internet/loon-logo/,0,0,0.00,0.06,1190000,"[29,14,100,14,14,14,29,14,57,57,43,29]",1590139823,"Local pack, Image pack, Reviews, FAQ"
snapchat online gebruiken,36,36,90,78,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.03,541000,"[100,71,14,14,14,14,14,14,14,14,29,29]",1590975436,"Site links, Reviews"
hoe oud moet je zijn voor een bankpas,36,36,40,89.03,0.23,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.19,176000,"[100,33,33,33,33,33,33,33,33,100,33,33]",1589176269,"Reviews, Featured snippet, FAQ"
bankpas vervangen,36,36,40,88.98,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.02,41800,"[100,20,20,20,20,20,40,80,20,40,80,20]",1589070820,"Image pack, Reviews, Video Carousel"
wij heemstede,36,36,320,68.7,0.00,https://socialbrothers.nl/regicare-koppeling/logo-wij-heemstede/,0,0,0.00,0,91,"[82,82,67,82,82,100,82,100,82,100,82,82]",1591559545,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
by bar doortje,36,36,70,75.06,0.00,https://socialbrothers.nl/portf/doortje-kookt/,0,0,0.00,0.29,519000,"[0,0,0,0,0,0,0,0,100,100,100,100]",1588710605,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
ing betalen met nfc telefoon,36,36,90,89.95,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.17,23400,"[0,0,14,14,14,14,100,14,14,14,14,14]",1590230267,"Image pack, Reviews, AdWords top, Video Carousel"
contactloos mobiel betalen ing,36,36,40,86.28,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.38,31900,"[22,11,11,22,22,11,100,11,11,11,11,22]",1590881748,"Site links, Reviews, Featured snippet, AdWords top, Video Carousel"
wijnvat rek,36,36,90,73.14,0.00,https://socialbrothers.nl/portf/icarius/12644898_225164634485595_3473983948586895755_n/,0,0,0.00,1,80,"[29,14,100,14,14,29,14,14,14,29,14,14]",1588761189,"Image pack, Site links, Reviews"
spotify expert,37,37,70,87.7,0.00,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/spotify/,0,0,0.00,0,28200000,"[0,25,50,25,25,0,0,25,0,0,25,100]",1590194094,"Image pack, Reviews, Video, FAQ"
ing app op tweede toestel,37,37,90,94.12,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,79,"[14,14,71,14,100,29,14,14,57,14,14,14]",1589340873,"Image pack, Reviews, Featured snippet, Video Carousel"
voice work online,37,37,90,73.44,0.00,https://socialbrothers.nl/hoe-lanceer-ik-een-voice-app/voice-assistant-apps-blog_1200x630/,0,0,0.00,0,2160000000,"[0,0,0,0,0,0,100,0,0,0,0,100]",1591441464,"Reviews, FAQ"
restaurant landing page design,37,37,50,60.77,0.00,https://socialbrothers.nl/3-tips-voor-een-goede-landing-page/,0,0,0.00,0,80000000,"[0,0,0,0,0,0,0,0,0,0,100,0]",1588768185,"Image pack, Reviews, Video, AdWords top"
limiet mobiel betalen ing,37,37,70,92.37,2.05,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.17,84,"[0,0,0,0,11,33,56,100,33,22,33,11]",1588584678,"Reviews, Featured snippet, AdWords top, Video Carousel, FAQ"
hoe ziet de toekomst eruit,37,37,140,75.95,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0,6860000,"[82,53,65,65,53,53,82,82,100,65,100,100]",1590157842,"Image pack, Reviews, Video Carousel"
fuze tea barcode,37,37,110,69.48,1.72,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0.62,76,"[1,2,1,1,2,1,1,0,1,0,1,100]",1590827604,"Image pack, Reviews"
brothers utrecht,37,37,140,76.44,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0,3350000,"[65,42,42,54,35,42,54,100,54,54,54,35]",1589628738,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
volume knop,37,37,90,80.65,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.99,6770000,"[41,29,53,29,65,53,65,53,100,100,82,41]",1589420320,"Knowledge panel, Image pack, Reviews, Shopping ads, Video Carousel"
superbowl nederlandse tijd,37,37,70,87.46,0.00,https://socialbrothers.nl/e-mailmarketing-hoe-het-niet-moet/,0,0,0.00,0,254000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1590759281,"Featured snippet, FAQ"
hololens what is it,37,37,50,73.07,0.00,https://socialbrothers.nl/mixed-reality-hololens/,0,0,0.00,0,7770000,"[50,100,0,0,0,50,0,0,50,0,0,0]",1590086720,"Knowledge panel, Site links, Video Carousel, People also ask"
tikkie betalen rabo,37,37,50,89.68,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/rabo_wallet_phone/,0,0,0.00,0,59600,"[14,0,14,14,0,100,0,14,57,14,14,14]",1589823977,"Image pack, Reviews, Featured snippet, Video Carousel"
spar logo,37,37,590,79.31,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/logo-6/,0,0,0.00,0,111000000,"[30,44,67,55,55,82,82,100,67,82,67,100]",1591140881,"Image pack, Site links"
logo postnl,38,38,320,76.1,0.00,https://socialbrothers.nl/hololens-huren/postnl-logo/,0,0,0.00,0,10600000,"[36,44,54,67,67,100,100,82,82,100,100,100]",1591453303,Image pack
cms en,38,38,70,65.52,0.00,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.04,475000000,"[20,20,100,40,20,60,20,20,20,80,20,20]",1589262005,"Site links, Reviews"
hoe werkt zoom,38,38,1300,75.42,0.70,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.01,25100000,"[0,0,0,0,0,0,1,0,0,0,1,100]",1591461400,"Site links, Reviews, Featured snippet, Video Carousel"
best webshop cms,38,38,50,65.44,2.95,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.61,495000,"[11,22,11,11,11,100,56,33,56,11,44,22]",1588689006,"Reviews, Featured snippet, AdWords top"
facebook livestream,38,38,140,73.14,0.00,https://socialbrothers.nl/portf/onze-facebook-livestream-succes-of-matige-poging/,0,0,0.00,0,81700000,"[100,54,54,42,35,54,54,42,54,42,42,54]",1589646989,"Site links, Reviews, Video Carousel"
artikelnummer media markt,38,38,50,86.65,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/mediamarkt/,0,0,0.00,0,58,"[43,14,100,14,14,43,14,0,0,0,0,0]",1591196198,"Image pack, Site links, Reviews"
siri online,38,38,90,77.77,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/siri/,0,0,0.00,0,277000000,"[82,100,100,100,64,64,82,100,100,82,100,100]",1589186038,"Site links, Reviews, Video, Video Carousel, FAQ"
betalen met samsung,38,38,170,90.2,1.31,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.2,7540000,"[10,3,8,23,36,13,23,36,82,67,82,100]",1590457343,"Image pack, Site links, Reviews, Video Carousel, FAQ"
snapshat,38,38,720,85.27,0.07,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.02,320000000,"[82,100,100,82,82,82,100,100,100,82,82,82]",1591142052,"Knowledge panel, Site links, Reviews, Video Carousel"
google earth fouten,38,38,50,83.78,0.00,https://socialbrothers.nl/5-redenen-om-nu-in-te-stappen-in-virtual-reality/google-earth-komt-met-virtual-reality-variant/,0,0,0.00,0,335000,"[33,33,33,100,0,0,0,0,33,67,100,67]",1591208749,"Image pack, Reviews, Video, Video Carousel"
was vroeger een middel om in contact te komen,38,38,110,85.68,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0,11900000,"[0,0,0,0,0,0,0,100,24,29,29,24]",1589157179,
barcode fuze tea,38,38,50,73.32,1.73,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0.57,64,"[4,19,4,4,4,4,0,0,0,0,0,100]",1590798381,"Image pack, Reviews, Video"
pizza seo,38,38,90,65.32,0.00,https://socialbrothers.nl/hoe-zet-je-seo-in-voor-je-marketing-10-tips/,0,0,0.00,0,89,"[50,0,0,50,50,50,0,0,0,0,100,0]",1590551361,"Knowledge panel, Image pack, Reviews, Video, Video Carousel"
braintrainer voor ouderen,38,38,40,68.79,0.00,https://socialbrothers.nl/portf/contact-dankzij-technologie/,0,0,0.00,1,5920,"[33,33,33,33,33,67,100,33,67,33,33,33]",1590172266,"Site links, Reviews, Video Carousel"
inbound marketing services,38,38,40,57.23,0.00,https://socialbrothers.nl/wat-is-inbound-marketing-en-hoe-pas-je-het-toe/,0,0,0.00,0.79,85400000,"[0,0,25,0,0,0,25,25,0,25,25,100]",1591391158,"Reviews, FAQ"
open maps google maps,38,38,70,84.14,0.00,https://socialbrothers.nl/contact/open-in-google-maps/,0,0,0.00,0,82,"[50,50,50,50,0,0,50,0,0,0,50,100]",1590157797,"Image pack, Reviews, Video Carousel"
betalen met telefoon samsung,38,38,50,87.45,1.21,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.32,1230000,"[0,0,0,0,33,100,33,100,33,67,33,100]",1590802161,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, FAQ"
employer branding team,38,38,70,64.24,0.00,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.57,66900000,"[0,100,0,33,0,33,33,0,33,33,33,33]",1589423382,"Video Carousel, FAQ"
abp contact,38,0,1900,77.68,0.29,https://socialbrothers.nl/portf/abp-en-realitycheck-nl-succesvolle-social-mediacampagne/,0,0,0.00,0.01,38300000,"[83,55,55,83,66,55,66,83,66,83,100,83]",1591540388,"Reviews, Featured snippet, FAQ"
mijn snapchat doet het niet,38,38,70,82.16,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,1520000,"[3,3,3,100,3,0,3,3,0,3,3,5]",1590651297,Reviews
ing pincode betaalpas vergeten,38,38,40,91.03,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,79,"[11,11,11,44,11,11,100,11,22,11,11,22]",1588574412,"Image pack, Site links, Reviews, Video, Featured snippet, Video Carousel, FAQ"
vindbaarheid website verbeteren,39,0,40,60.29,2.14,https://socialbrothers.nl/seo-verbeteren-op-je-website-10-tips/,0,0,0.00,0.16,80300,"[57,43,71,71,57,43,100,100,71,71,57,57]",1591488448,"Site links, Reviews, Featured snippet, FAQ"
